fixed acidity,volatile acidity,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality_category
7.1,0.12,2.3608540011180215,0.05259245011917058,162.0,0.9962,3.4,0.41,9.4,2
6.0,0.21,2.5726122302071057,0.04879016416943201,164.0,0.997,3.34,0.39,9.4,2
7.5,0.305,2.990719731730447,0.0573250666192694,170.0,1.0,2.99,0.46,9.0,2
7.3,0.13,2.7343675094195836,0.04974209189481407,109.0,0.9974,3.2,0.35,9.2,2
7.1,0.23,2.8622008809294686,0.039220713153281295,171.0,0.999,3.16,0.59,9.1,2
6.9,0.33,0.832909122935104,0.04974209189481407,187.0,0.9927,3.27,0.6,10.3,2
6.5,0.17,2.2512917986064953,0.08309947281950743,163.0,0.9959,2.89,0.39,8.8,2
7.2,0.27,2.9831534913471307,0.050693114315518116,255.0,1.0,3.04,0.52,8.9,2
7.2,0.31,2.6602595372658615,0.054488185284069734,195.0,0.9982,3.01,0.47,9.2,2
6.7,0.41,2.322387720290225,0.04783732941416013,150.0,0.9968,3.22,0.51,9.1,2
5.5,0.485,0.9162907318741551,0.06297479916138844,103.0,0.994,3.63,0.4,9.7,2
6.0,0.31,1.4586150226995167,0.04018178963283183,143.0,0.9914,3.31,0.44,11.3,2
7.0,0.14,0.9932517730102833,0.0344014267173324,85.0,0.9911,3.19,0.42,11.8,2
7.3,0.32,2.6602595372658615,0.058268908123975775,196.0,0.9982,3.04,0.5,9.2,2
5.9,0.36,1.9021075263969205,0.044973365642731154,87.0,0.9934,3.22,0.51,10.2,2
7.8,0.24,2.580216829592325,0.05259245011917058,138.0,0.9984,3.01,0.54,8.8,2
7.4,0.16,2.060513531794317,0.0573250666192694,131.0,0.9952,3.29,0.34,9.7,2
6.9,0.19,1.791759469228055,0.05638033343610764,146.0,0.9952,3.29,0.36,9.1,2
6.4,0.13,0.9555114450274363,0.08309947281950743,158.0,0.9928,3.21,0.36,9.8,2
6.7,0.19,0.7419373447293773,0.02566774674857779,143.0,0.9912,3.27,0.48,11.0,2
7.4,0.39,2.0794415416798357,0.032467190137501496,126.0,0.994,3.14,0.42,10.5,2
6.5,0.24,2.151762203259462,0.037295784743696894,203.0,0.9958,3.45,0.54,9.7,0
6.1,0.3,1.33500106673234,0.04305948946044697,179.0,0.9924,3.3,0.57,10.9,0
6.1,0.3,1.308332819650179,0.044973365642731154,184.0,0.9924,3.31,0.57,10.9,2
5.7,0.26,2.4336133554004498,0.019802627296179712,57.0,0.994,3.39,0.37,10.6,2
6.5,0.425,2.6461747973841225,0.037295784743696894,241.0,0.9979,3.23,0.57,9.0,2
6.6,0.24,2.8213788864092133,0.0344014267173324,188.0,0.9982,3.24,0.51,9.2,2
6.8,0.27,2.2082744135228043,0.03343477608623739,203.0,0.9961,3.19,0.52,8.9,2
6.7,0.27,2.8154087194227095,0.035367143837291316,179.0,0.9979,3.26,0.56,9.6,2
8.2,0.23,0.7884573603642702,0.02664193094642118,121.0,0.992,3.12,0.38,10.7,2
7.1,0.37,2.4423470353692043,0.04401688541677432,155.0,0.9975,3.16,0.44,8.7,2
6.8,0.19,1.0647107369924282,0.0344014267173324,96.0,0.9917,3.15,0.54,10.8,0
8.1,0.28,1.0647107369924282,0.028587456851912555,79.0,0.9923,3.23,0.52,11.8,2
6.3,0.31,1.1631508098056809,0.04401688541677432,77.0,0.9927,3.3,0.43,10.2,2
7.9,0.21,0.7884573603642702,0.03825871211709034,107.0,0.992,3.21,0.54,10.8,2
8.5,0.21,1.667706820558076,0.035367143837291316,99.0,0.9947,3.18,0.53,9.7,2
8.1,0.2,1.0986122886681098,0.036331929247390274,87.0,0.9921,3.12,0.54,11.2,2
6.3,0.255,0.7419373447293773,0.039220713153281295,114.0,0.9905,3.0,0.39,10.9,2
5.6,0.16,0.8754687373538999,0.04305948946044697,168.0,0.9918,3.28,0.37,10.1,2
6.3,0.34,1.7227665977411035,0.03343477608623739,80.0,0.9917,3.38,0.58,12.0,0
6.9,0.25,1.62924053973028,0.05259245011917058,116.0,0.994,2.99,0.38,9.4,2
7.9,0.22,2.1972245773362196,0.04210117601863539,152.0,0.9934,3.12,0.32,11.5,0
7.6,0.18,2.4159137783010487,0.053540766928029816,135.0,0.9968,3.14,0.43,9.9,2
7.2,0.18,0.7884573603642702,0.04688358589885042,97.0,0.9919,3.14,0.45,10.4,2
7.4,0.24,2.70805020110221,0.0639133257436528,198.0,0.9979,2.89,0.42,8.9,2
6.1,0.32,0.9162907318741551,0.035367143837291316,124.0,0.9898,3.29,0.42,12.4,0
5.2,0.44,0.8754687373538999,0.035367143837291316,119.0,0.9894,3.36,0.33,12.1,0
6.4,0.22,2.740840023925201,0.053540766928029816,159.0,0.998,2.98,0.4,9.1,2
6.3,0.36,1.7578579175523736,0.04783732941416013,85.0,0.9932,3.28,0.39,10.6,2
6.7,0.24,2.6461747973841225,0.04879016416943201,205.0,0.997,3.15,0.5,9.5,2
7.0,0.23,2.6390573296152584,0.04974209189481407,177.0,0.9972,3.16,0.49,9.8,2
8.4,0.27,2.272125885509337,0.04688358589885042,197.0,0.9974,3.14,0.59,9.6,2
6.7,0.46,1.2237754316221157,0.03343477608623739,98.0,0.9896,3.08,0.44,12.6,0
7.5,0.29,2.2975725511705014,0.053540766928029816,151.0,0.9968,3.08,0.54,9.3,2
7.1,0.3,0.9162907318741551,0.0639133257436528,133.0,0.9906,3.12,0.54,12.7,2
7.9,0.19,0.9162907318741551,0.04401688541677432,96.0,0.9917,3.13,0.39,11.0,2
7.6,0.48,0.5877866649021191,0.036331929247390274,100.0,0.9902,3.03,0.39,11.4,2
6.3,0.22,1.713797927758343,0.037295784743696894,130.0,0.9918,3.35,0.33,11.5,0
7.5,0.27,2.928523523860541,0.04974209189481407,173.0,0.999,3.09,0.64,10.2,2
6.9,0.23,2.1400661634962708,0.039220713153281295,151.0,0.9927,3.11,0.27,11.4,2
7.2,0.32,1.8082887711792655,0.04305948946044697,65.0,0.991,3.03,0.41,12.6,2
5.9,0.23,2.631888840136646,0.05259245011917058,170.0,0.9972,3.28,0.39,9.4,2
6.4,0.25,1.8718021769015913,0.04783732941416013,176.0,0.995,3.19,0.68,9.2,2
6.4,0.33,1.8718021769015913,0.04688358589885042,173.0,0.9951,3.19,0.66,9.3,2
7.1,0.34,0.7884573603642702,0.05164323315183845,183.0,0.9936,3.09,0.43,9.2,2
6.9,0.27,2.70805020110221,0.04879016416943201,227.0,0.9979,3.18,0.58,9.6,2
6.8,0.26,2.5572273113676265,0.04210117601863539,226.0,0.997,3.02,0.63,9.3,2
6.8,0.29,2.5572273113676265,0.04210117601863539,230.0,0.9972,3.02,0.63,9.3,2
6.7,0.24,2.341805806147327,0.039220713153281295,166.0,0.9954,3.12,0.61,9.9,2
5.9,0.3,1.6486586255873816,0.037295784743696894,119.0,0.9924,3.15,0.5,11.0,2
6.8,0.53,1.5686159179138452,0.03343477608623739,109.0,0.9906,3.26,0.57,12.7,0
6.5,0.28,2.2512917986064953,0.045928931888399804,210.0,0.9962,3.09,0.54,8.9,2
6.6,0.28,2.2512917986064953,0.050693114315518116,211.0,0.9962,3.09,0.55,8.9,2
6.8,0.28,2.1972245773362196,0.04401688541677432,123.0,0.9928,3.02,0.37,11.4,2
6.6,0.15,1.8082887711792655,0.053540766928029816,125.0,0.9942,3.36,0.42,9.6,2
6.8,0.26,2.174751721484161,0.050693114315518116,214.0,0.9961,3.13,0.47,8.9,2
7.1,0.32,2.6461747973841225,0.04879016416943201,204.0,0.998,3.1,0.49,8.8,2
6.8,0.27,2.8390784635086144,0.04783732941416013,196.0,0.9984,3.15,0.5,9.3,2
6.9,0.54,2.653241964607215,0.04879016416943201,236.0,0.9973,3.2,0.5,9.6,2
6.8,0.26,2.7013612129514133,0.03343477608623739,134.0,0.9949,3.33,0.53,12.0,2
5.8,0.28,1.1939224684724346,0.05164323315183845,114.0,0.9924,3.28,0.5,10.2,2
6.4,0.21,2.533696813957432,0.04114194333117518,153.0,0.9972,3.15,0.43,8.8,2
7.0,0.16,2.2300144001592104,0.04401688541677432,126.0,0.9958,3.21,0.34,9.2,2
6.8,0.57,1.1631508098056809,0.039220713153281295,77.0,0.9938,3.32,0.74,10.2,2
6.1,0.4,0.6418538861723948,0.04688358589885042,170.0,0.993,3.22,0.77,9.5,2
5.6,0.245,2.3702437414678603,0.03149866705937099,68.0,0.994,3.31,0.34,10.5,2
6.8,0.18,0.8754687373538999,0.037295784743696894,111.0,0.9918,3.32,0.59,11.2,0
6.7,0.13,1.840549633397487,0.04974209189481407,122.0,0.9944,3.44,0.37,9.7,2
6.2,0.25,0.8754687373538999,0.0295588022415444,105.0,0.9912,3.3,0.44,11.1,0
5.8,0.26,2.322387720290225,0.04305948946044697,152.0,0.9961,3.31,0.38,9.4,2
7.5,0.27,2.0794415416798357,0.035367143837291316,164.0,0.9939,3.03,0.33,11.0,2
5.7,0.28,2.917770732084279,0.04305948946044697,167.0,0.9989,3.31,0.44,9.4,2
7.5,0.23,2.0794415416798357,0.035367143837291316,161.0,0.9938,3.04,0.32,11.0,2
6.5,0.19,0.5877866649021191,0.04210117601863539,144.0,0.9936,3.42,0.39,9.1,2
6.3,0.495,1.0296194171811583,0.044973365642731154,140.0,0.9929,3.39,0.54,10.4,2
7.1,0.24,2.9338568698359038,0.044973365642731154,145.0,0.9998,3.32,0.39,8.7,2
6.4,0.17,1.2237754316221157,0.04688358589885042,200.0,0.9938,3.5,0.5,9.7,2
8.3,0.28,2.174751721484161,0.04018178963283183,194.0,0.9976,3.34,0.51,9.6,2
8.2,0.27,2.174751721484161,0.03825871211709034,208.0,0.9976,3.31,0.51,9.5,2
7.2,0.23,2.72785282839839,0.05638033343610764,194.0,0.9979,3.09,0.44,9.0,2
6.8,0.52,2.653241964607215,0.04305948946044697,221.0,0.9972,3.27,0.5,9.6,2
7.0,0.26,0.8754687373538999,0.036331929247390274,120.0,0.9918,3.34,0.41,11.1,0
6.2,0.25,2.806386101823072,0.03825871211709034,159.0,0.9982,3.48,0.64,9.6,2
7.3,0.32,2.6878474937846906,0.04879016416943201,197.0,0.9985,3.2,0.46,8.7,2
7.7,0.31,2.174751721484161,0.030529205034822874,90.0,0.9944,3.13,0.5,10.4,2
7.1,0.21,1.2237754316221157,0.02566774674857779,100.0,0.9903,3.15,0.38,11.4,0
6.8,0.24,1.308332819650179,0.045928931888399804,218.5,0.9934,3.3,0.58,9.7,2
6.9,0.4,2.501435951739211,0.04210117601863539,142.0,0.9975,3.14,0.46,8.7,2
6.1,0.18,1.0986122886681098,0.037295784743696894,249.5,0.9923,3.37,0.79,11.3,2
6.8,0.21,1.1314021114911006,0.0295588022415444,139.0,0.99,3.16,0.61,12.6,0
5.8,0.2,0.8754687373538999,0.030529205034822874,77.0,0.9905,3.25,0.36,10.9,0
5.6,0.19,0.8754687373538999,0.0295588022415444,76.0,0.9905,3.25,0.37,10.9,0
6.1,0.41,2.4336133554004498,0.036331929247390274,119.0,0.996,3.38,0.45,10.0,2
8.5,0.26,2.8449093838194073,0.07138999608667294,197.0,0.998,3.02,0.5,9.8,1
5.8,0.24,1.5040773967762742,0.028587456851912555,109.0,0.9913,3.53,0.43,11.7,1
5.8,0.24,0.9162907318741551,0.05259245011917058,158.0,0.9932,3.21,0.52,9.3,2
6.7,0.26,0.7419373447293773,0.039220713153281295,147.0,0.9935,3.32,0.58,9.6,0
6.3,0.35,1.9021075263969205,0.0344014267173324,97.0,0.9927,3.27,0.41,11.0,0
6.4,0.23,1.0296194171811583,0.03149866705937099,118.0,0.9912,3.32,0.5,11.8,2
5.8,0.36,0.6418538861723948,0.036331929247390274,75.0,0.9904,3.28,0.34,11.4,2
6.9,0.115,1.8562979903656263,0.04688358589885042,108.0,0.9939,3.32,0.42,10.2,2
6.9,0.29,3.017982882488811,0.04210117601863539,156.0,0.9996,2.93,0.47,8.9,2
6.9,0.28,2.2192034840549946,0.035367143837291316,95.0,0.9944,3.17,0.33,10.2,2
7.2,0.29,2.681021528714291,0.04401688541677432,231.0,0.9977,3.08,0.59,9.6,2
6.2,0.24,0.7884573603642702,0.037295784743696894,167.0,0.9912,3.1,0.48,10.6,2
6.9,0.32,2.2300144001592104,0.05164323315183845,180.0,0.9965,3.25,0.51,9.2,2
5.3,0.58,2.066862759472976,0.04210117601863539,149.0,0.9944,3.34,0.57,9.7,2
5.3,0.585,2.0918640616783932,0.04305948946044697,145.0,0.9945,3.34,0.57,9.7,2
5.4,0.59,2.0794415416798357,0.04401688541677432,147.0,0.9944,3.34,0.57,9.7,2
5.8,0.25,2.6461747973841225,0.04974209189481407,148.0,0.9972,3.29,0.38,9.3,2
6.6,0.58,1.8082887711792655,0.055434706888100586,123.0,0.9949,3.24,0.38,9.0,2
7.0,0.29,2.4595888418037104,0.044973365642731154,234.0,0.9966,3.05,0.61,9.5,2
6.6,0.19,2.2925347571405443,0.044973365642731154,169.0,0.9954,3.14,0.57,9.8,2
6.7,0.2,2.312535423847214,0.04305948946044697,166.0,0.9954,3.14,0.58,9.8,2
7.7,0.26,0.7419373447293773,0.04114194333117518,60.0,0.9915,2.89,0.5,10.6,2
6.8,0.32,0.7884573603642702,0.04305948946044697,67.0,0.9919,3.05,0.47,10.6,2
7.0,0.3,1.7404661748405046,0.035367143837291316,105.0,0.9916,3.26,0.68,12.4,0
7.0,0.24,1.33500106673234,0.03343477608623739,112.0,0.99,3.19,0.38,12.6,0
6.1,0.31,1.791759469228055,0.03825871211709034,114.0,0.9909,3.3,0.6,12.3,0
6.8,0.44,1.8082887711792655,0.045928931888399804,201.0,0.9938,3.08,0.65,10.5,2
6.7,0.34,2.8094026953624973,0.05259245011917058,196.0,0.9982,3.19,0.49,9.3,2
7.1,0.35,2.797281334830153,0.053540766928029816,198.0,0.9988,3.12,0.49,8.8,2
7.3,0.32,2.1041341542702074,0.054488185284069734,180.0,0.9961,3.08,0.47,8.8,2
6.5,0.28,2.8154087194227095,0.05164323315183845,190.0,0.9978,3.22,0.51,9.7,2
7.2,0.23,2.7212954278522306,0.05638033343610764,192.0,0.9979,2.98,0.48,9.0,0
5.9,0.15,1.916922612182061,0.04018178963283183,155.0,0.9945,3.52,0.46,10.5,2
7.4,0.28,3.0349529867072724,0.0639133257436528,195.0,1.0,2.96,0.44,9.1,2
6.2,0.28,2.1162555148025524,0.04018178963283183,157.0,0.9957,3.44,0.64,9.8,0
9.1,0.59,0.9555114450274363,0.0639133257436528,182.0,0.9968,3.23,0.38,8.5,1
6.3,0.33,0.7884573603642702,0.044973365642731154,175.0,0.9934,3.37,0.54,9.4,2
8.3,0.39,2.451005098112319,0.04401688541677432,169.0,0.9976,3.09,0.57,9.4,2
7.2,0.19,1.5686159179138452,0.04018178963283183,187.0,0.9932,3.19,0.6,11.2,0
7.5,0.17,2.509599262378372,0.044973365642731154,146.0,0.997,3.17,0.45,10.0,2
6.7,0.17,1.1314021114911006,0.04210117601863539,122.0,0.9923,3.15,0.45,10.3,2
6.1,0.41,0.9555114450274363,0.061095099359810875,87.0,0.9914,3.27,0.67,10.8,2
8.3,0.2,0.6418538861723948,0.04879016416943201,74.0,0.992,3.13,0.38,10.5,2
6.0,0.29,0.832909122935104,0.053540766928029816,168.0,0.9914,3.32,0.43,11.1,2
7.3,0.41,2.0541237336955462,0.055434706888100586,163.0,0.9949,3.2,0.41,9.9,2
7.2,0.43,2.0412203288596382,0.05638033343610764,163.0,0.995,3.2,0.41,9.9,2
7.3,0.4,2.0412203288596382,0.05638033343610764,166.0,0.995,3.2,0.41,9.9,2
6.2,0.33,1.7749523509116738,0.035367143837291316,134.0,0.9927,3.2,0.42,10.4,0
6.2,0.31,1.7578579175523736,0.036331929247390274,148.0,0.9928,3.21,0.41,10.4,2
6.1,0.36,1.1314021114911006,0.0344014267173324,100.0,0.9917,3.4,0.71,11.5,0
5.0,0.55,2.2300144001592104,0.03149866705937099,164.0,0.9918,3.53,0.51,12.5,0
7.8,0.25,1.547562508716013,0.04114194333117518,149.0,0.9954,3.36,0.45,10.0,2
5.7,0.36,2.0412203288596382,0.037295784743696894,166.0,0.9941,3.29,0.63,10.0,2
5.8,0.34,2.028148247292285,0.039220713153281295,167.0,0.9941,3.29,0.62,10.0,2
6.8,0.25,1.7404661748405046,0.030529205034822874,134.0,0.9927,3.21,0.38,10.6,2
6.6,0.24,2.1633230256605382,0.030529205034822874,135.0,0.9938,3.19,0.37,10.5,2
5.9,0.3,2.180417459019838,0.0295588022415444,133.0,0.9933,3.52,0.43,11.5,0
6.1,0.125,1.4586150226995167,0.039220713153281295,69.0,0.9934,3.54,0.59,10.1,2
6.0,0.1,0.7419373447293773,0.04018178963283183,65.0,0.9927,3.61,0.61,10.3,0
6.8,0.28,2.33214389523559,0.030529205034822874,137.0,0.9946,3.16,0.36,10.4,2
8.3,0.41,1.0986122886681098,0.044973365642731154,207.0,0.993,3.02,0.55,11.4,2
7.9,0.26,2.7819200496686656,0.039220713153281295,216.0,0.9976,2.96,0.6,10.0,2
6.4,0.34,1.9878743481543455,0.03825871211709034,143.0,0.9944,3.19,0.65,10.0,2
6.5,0.28,2.797281334830153,0.04114194333117518,195.0,0.9978,3.23,0.5,9.6,2
7.2,0.21,0.832909122935104,0.035367143837291316,85.0,0.992,3.17,0.51,10.4,2
6.4,0.32,1.7578579175523736,0.0295588022415444,101.0,0.9912,3.36,0.6,12.5,0
6.8,0.24,1.7227665977411035,0.03149866705937099,135.0,0.9927,3.2,0.39,10.6,2
6.3,0.23,1.0296194171811583,0.032467190137501496,91.0,0.9906,3.28,0.4,11.8,2
6.5,0.28,2.388762789235098,0.037295784743696894,133.0,0.9954,3.11,0.44,9.8,2
5.6,0.26,1.9021075263969205,0.030529205034822874,80.0,0.9923,3.25,0.38,10.8,2
6.3,0.23,0.9162907318741551,0.035367143837291316,105.0,0.991,3.32,0.42,11.2,2
5.8,0.27,2.5877640352277083,0.04401688541677432,170.0,0.9972,3.28,0.42,9.3,2
5.9,0.26,0.832909122935104,0.045928931888399804,139.0,0.9945,3.45,0.53,10.4,2
7.4,0.2,2.174751721484161,0.04401688541677432,153.0,0.9964,3.19,0.55,9.0,0
8.0,0.24,0.9162907318741551,0.045928931888399804,129.0,0.9948,3.2,0.54,10.0,2
6.4,0.26,2.3702437414678603,0.04305948946044697,140.0,0.9962,3.18,0.47,9.1,2
5.4,0.31,1.3862943611198906,0.05164323315183845,144.0,0.9931,3.29,0.76,10.0,2
5.4,0.29,1.3862943611198906,0.050693114315518116,145.0,0.993,3.29,0.75,10.0,2
7.1,0.145,1.7227665977411035,0.04879016416943201,131.0,0.9942,3.28,0.4,9.6,2
5.6,0.34,0.832909122935104,0.030529205034822874,68.0,0.9906,3.36,0.51,11.2,0
6.7,0.19,2.8094026953624973,0.054488185284069734,155.0,0.9995,3.2,0.44,8.8,2
7.8,0.18,2.681021528714291,0.050693114315518116,118.0,0.998,3.15,0.5,10.0,2
7.6,0.17,2.501435951739211,0.05259245011917058,137.0,0.997,3.15,0.47,10.0,2
6.3,0.12,1.1314021114911006,0.04305948946044697,146.0,0.9914,3.27,0.74,11.4,0
7.3,0.33,2.060513531794317,0.037295784743696894,138.0,0.992,3.03,0.3,11.9,0
5.5,0.335,1.252762968495368,0.06859279146561172,128.0,0.9924,3.14,0.51,9.6,2
5.8,0.4,1.6863989535702288,0.045928931888399804,245.0,0.9937,3.25,0.57,9.6,2
7.3,0.22,2.72785282839839,0.061095099359810875,191.0,0.9978,2.89,0.38,9.0,2
6.1,0.36,0.7419373447293773,0.04879016416943201,169.0,0.9927,3.15,0.78,9.5,2
6.9,0.24,1.7404661748405046,0.039220713153281295,161.0,0.9935,3.2,0.59,10.6,2
6.4,0.24,2.766319109226186,0.045928931888399804,162.0,0.9968,3.28,0.5,10.2,2
7.1,0.365,0.7884573603642702,0.053540766928029816,84.0,0.9941,3.15,0.43,8.9,2
6.8,0.15,1.840549633397487,0.04879016416943201,127.0,0.9942,3.4,0.39,9.7,2
6.8,0.16,1.1939224684724346,0.036331929247390274,102.0,0.9923,3.49,0.42,11.4,0
